embedding_row	protein_id	rbp_name	species_abbrev	protein_acc	protein_length	embedding_dim	model	esm_layer	max_aa_len_per_chunk	n_chunks	fasta_header
246	RBFOX2|MOUSE|Q8BP71	RBFOX2	MOUSE	Q8BP71	449	1280	esm2_t33_650M_UR50D	33	1022	1	>RBFOX2|MOUSE|requested=Q8BP71|resolved=Q8BP71 sp|Q8BP71|RFOX2_MOUSE RNA binding protein fox-1 homolog 2 OS=Mus musculus OX=10090 GN=Rbfox2 PE=1 SV=2
247	RBFOX3|MOUSE|Q8BIF2	RBFOX3	MOUSE	Q8BIF2	374	1280	esm2_t33_650M_UR50D	33	1022	1	>RBFOX3|MOUSE|requested=RBFOX3|resolved=Q8BIF2 sp|Q8BIF2|RFOX3_MOUSE RNA binding protein fox-1 homolog 3 OS=Mus musculus OX=10090 GN=Rbfox3 PE=1 SV=2
248	RBM10|MOUSE|Q99KG3	RBM10	MOUSE	Q99KG3	930	1280	esm2_t33_650M_UR50D	33	1022	1	>RBM10|MOUSE|requested=Q99KG3|resolved=Q99KG3 sp|Q99KG3|RBM10_MOUSE RNA-binding protein 10 OS=Mus musculus OX=10090 GN=Rbm10 PE=1 SV=1
249	RBM3|MOUSE|O89086	RBM3	MOUSE	O89086	153	1280	esm2_t33_650M_UR50D	33	1022	1	>RBM3|MOUSE|requested=RBM3|resolved=O89086 sp|O89086|RBM3_MOUSE RNA-binding protein 3 OS=Mus musculus OX=10090 GN=Rbm3 PE=1 SV=1
250	SRRM4|MOUSE|Q8BKA3	SRRM4	MOUSE	Q8BKA3	608	1280	esm2_t33_650M_UR50D	33	1022	1	>SRRM4|MOUSE|requested=Q8BKA3|resolved=Q8BKA3 sp|Q8BKA3|SRRM4_MOUSE Serine/arginine repetitive matrix protein 4 OS=Mus musculus OX=10090 GN=Srrm4 PE=1 SV=1
251	SRSF1|MOUSE|Q6PDM2	SRSF1	MOUSE	Q6PDM2	248	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF1|MOUSE|requested=Q6PDM2|resolved=Q6PDM2 sp|Q6PDM2|SRSF1_MOUSE Serine/arginine-rich splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=3
252	SRSF2|MOUSE|Q62093	SRSF2	MOUSE	Q62093	221	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF2|MOUSE|requested=SRSF2|resolved=Q62093 sp|Q62093|SRSF2_MOUSE Serine/arginine-rich splicing factor 2 OS=Mus musculus OX=10090 GN=Srsf2 PE=1 SV=4
253	SRSF3|MOUSE|P84104	SRSF3	MOUSE	P84104	164	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF3|MOUSE|requested=P84104|resolved=P84104 sp|P84104|SRSF3_MOUSE Serine/arginine-rich splicing factor 3 OS=Mus musculus OX=10090 GN=Srsf3 PE=1 SV=1
254	SRSF4|MOUSE|Q8VE97	SRSF4	MOUSE	Q8VE97	489	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF4|MOUSE|requested=SRSF4|resolved=Q8VE97 sp|Q8VE97|SRSF4_MOUSE Serine/arginine-rich splicing factor 4 OS=Mus musculus OX=10090 GN=Srsf4 PE=2 SV=1
255	SRSF7|MOUSE|Q8BL97	SRSF7	MOUSE	Q8BL97	267	1280	esm2_t33_650M_UR50D	33	1022	1	>SRSF7|MOUSE|requested=Q8BL97|resolved=Q8BL97 sp|Q8BL97|SRSF7_MOUSE Serine/arginine-rich splicing factor 7 OS=Mus musculus OX=10090 GN=Srsf7 PE=1 SV=1
256	TAF15|MOUSE|F6QCI0	TAF15	MOUSE	F6QCI0	324	1280	esm2_t33_650M_UR50D	33	1022	1	>TAF15|MOUSE|requested=F6QCI0|resolved=F6QCI0 tr|F6QCI0|F6QCI0_MOUSE TATA-box binding protein associated factor 15 (Fragment) OS=Mus musculus OX=10090 GN=Taf15 PE=1 SV=1
257	TARDBP|MOUSE|Q921F2	TARDBP	MOUSE	Q921F2	414	1280	esm2_t33_650M_UR50D	33	1022	1	>TARDBP|MOUSE|requested=Q921F2|resolved=Q921F2 sp|Q921F2|TADBP_MOUSE TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
258	TTP|MOUSE|P22893	TTP	MOUSE	P22893	319	1280	esm2_t33_650M_UR50D	33	1022	1	>TTP|MOUSE|requested=TTP|resolved=P22893 sp|P22893|TTP_MOUSE mRNA decay activator protein ZFP36 OS=Mus musculus OX=10090 GN=Zfp36 PE=1 SV=1
259	U2AF2|MOUSE|P26369	U2AF2	MOUSE	P26369	475	1280	esm2_t33_650M_UR50D	33	1022	1	>U2AF2|MOUSE|requested=P26369|resolved=P26369 sp|P26369|U2AF2_MOUSE Splicing factor U2AF 65 kDa subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=3
260	UPF1|MOUSE|Q9EPU0	UPF1	MOUSE	Q9EPU0	1124	1280	esm2_t33_650M_UR50D	33	1022	2	>UPF1|MOUSE|requested=Q9EPU0|resolved=Q9EPU0 sp|Q9EPU0|RENT1_MOUSE Regulator of nonsense transcripts 1 OS=Mus musculus OX=10090 GN=Upf1 PE=1 SV=2
261	YTHDC2|MOUSE|B2RR83	YTHDC2	MOUSE	B2RR83	1445	1280	esm2_t33_650M_UR50D	33	1022	2	>YTHDC2|MOUSE|requested=B2RR83|resolved=B2RR83 sp|B2RR83|YTDC2_MOUSE 3'-5' RNA helicase YTHDC2 OS=Mus musculus OX=10090 GN=Ythdc2 PE=1 SV=1
262	YY1|MOUSE|Q00899	YY1	MOUSE	Q00899	414	1280	esm2_t33_650M_UR50D	33	1022	1	>YY1|MOUSE|requested=YY1|resolved=Q00899 sp|Q00899|TYY1_MOUSE Transcriptional repressor protein YY1 OS=Mus musculus OX=10090 GN=Yy1 PE=1 SV=1
263	ZFP36|MOUSE|P22893	ZFP36	MOUSE	P22893	319	1280	esm2_t33_650M_UR50D	33	1022	1	>ZFP36|MOUSE|requested=ZFP36|resolved=P22893 sp|P22893|TTP_MOUSE mRNA decay activator protein ZFP36 OS=Mus musculus OX=10090 GN=Zfp36 PE=1 SV=1
